Saison,Équipe,Nom,Valeur marchande (euros)
2023/2024,1-fsv-mainz-05,Josuha Guilavogui,700000.0
2023/2024,1-fsv-mainz-05,Leandro Barreiro,17000000.0
2023/2024,1-fsv-mainz-05,Nadiem Amiri,7000000.0
2023/2024,1-fsv-mainz-05,Tom Krauß,4000000.0
2023/2024,1-fsv-mainz-05,Merveille Papela,1000000.0
2023/2024,1-fsv-mainz-05,Anthony Caci,7000000.0
2023/2024,1-fsv-mainz-05,Jae-sung Lee,2500000.0
2023/2024,1-fsv-mainz-05,Marco Richter,2000000.0
2023/2024,1-fsv-mainz-05,Aymen Barkok,1000000.0
2023/2024,1-fsv-mainz-05,Brajan Gruda,20000000.0
2023/2024,1-fsv-mainz-05,Anwar El Ghazi,2500000.0
2023/2024,1-fsv-mainz-05,David Mamutovic,250000.0
2023/2024,1-fsv-mainz-05,Jonathan Burkardt,12000000.0
2023/2024,1-fsv-mainz-05,Nelson Weiper,5000000.0
2023/2024,1-fsv-mainz-05,Ludovic Ajorque,3000000.0
2023/2024,1-fsv-mainz-05,Karim Onisiwo,1500000.0
2023/2024,1-fsv-mainz-05,Jessic Ngankam,1500000.0
2023/2024,1-fsv-mainz-05,Marcus Müller,200000.0
2023/2024,fc-augsburg,Finn Dahmen,5000000.0
2023/2024,fc-augsburg,Tomas Koubek,800000.0
2023/2024,fc-augsburg,Marcel Lubik,300000.0
2023/2024,fc-augsburg,Felix Uduokhai,7000000.0
2023/2024,fc-augsburg,Maximilian Bauer,3000000.0
2023/2024,fc-augsburg,Patric Pfeiffer,2000000.0
2023/2024,fc-augsburg,Jeffrey Gouweleeuw,2000000.0
2023/2024,fc-augsburg,Japhet Tanganga,1800000.0
2023/2024,fc-augsburg,Reece Oxford,1500000.0
2023/2024,fc-augsburg,Frederik Winther,800000.0
2023/2024,fc-augsburg,David Deger,100000.0
2023/2024,fc-augsburg,Iago,4000000.0
2023/2024,fc-augsburg,Mads Pedersen,2500000.0
2023/2024,fc-augsburg,David Colina,1000000.0
2023/2024,fc-augsburg,Kevin Mbabu,4000000.0
2023/2024,fc-augsburg,Robert Gumny,2000000.0
2023/2024,fc-augsburg,Raphael Framberger,600000.0
2023/2024,fc-augsburg,Kristijan Jakic,6500000.0
2023/2024,fc-augsburg,Niklas Dorsch,4000000.0
2023/2024,fc-augsburg,Tim Breithaupt,3000000.0
2023/2024,fc-augsburg,Mahmut Kücüksahin,100000.0
2023/2024,fc-augsburg,Arne Engels,9000000.0
2023/2024,fc-augsburg,Arne Maier,5000000.0
2023/2024,fc-augsburg,Elvis Rexhbecaj,3500000.0
2023/2024,fc-augsburg,Aaron Zehnter,1500000.0
2023/2024,fc-augsburg,Fredrik Jensen,3500000.0
2023/2024,fc-augsburg,Pep Biel,3000000.0
2023/2024,fc-augsburg,Mert Kömür,2000000.0
2023/2024,fc-augsburg,Daniel Hausmann,100000.0
2023/2024,fc-augsburg,Rubén Vargas,7500000.0
2023/2024,fc-augsburg,Nathanaël Mbuku,2000000.0
2023/2024,fc-augsburg,Masaya Okugawa,1500000.0
2023/2024,fc-augsburg,Sven Michel,700000.0
2023/2024,fc-augsburg,Ermedin Demirovic,28000000.0
2023/2024,fc-augsburg,Mergim Berisha,10000000.0
2023/2024,fc-augsburg,Phillip Tietz,5000000.0
2023/2024,fc-augsburg,Dion Beljo,4000000.0
2023/2024,fc-augsburg,Irvin Cardona,2500000.0
2023/2024,sv-werder-bremen,Michael Zetterer,3000000.0
2023/2024,sv-werder-bremen,Jiri Pavlenka,1500000.0
2023/2024,sv-werder-bremen,Dudu,200000.0
2023/2024,sv-werder-bremen,Marco Friedl,7500000.0
2023/2024,sv-werder-bremen,Niklas Stark,5500000.0
2023/2024,sv-werder-bremen,Milos Veljkovic,4500000.0
2023/2024,sv-werder-bremen,Amos Pieper,4000000.0
2023/2024,sv-werder-bremen,Julián Malatini,2500000.0
2023/2024,sv-werder-bremen,Anthony Jung,1000000.0
2023/2024,sv-werder-bremen,Olivier Deman,5000000.0
2023/2024,sv-werder-bremen,Felix Agu,4000000.0
2023/2024,sv-werder-bremen,Mitchell Weiser,6000000.0
2023/2024,sv-werder-bremen,Senne Lynen,7000000.0
2023/2024,sv-werder-bremen,Ilia Gruev,5000000.0
2023/2024,sv-werder-bremen,Skelly Alvero,4000000.0
2023/2024,sv-werder-bremen,Nicolai Rapp,700000.0
2023/2024,sv-werder-bremen,Christian Groß,300000.0
2023/2024,sv-werder-bremen,Jens Stage,7500000.0
2023/2024,sv-werder-bremen,Leonardo Bittencourt,2500000.0
2023/2024,sv-werder-bremen,Naby Keïta,2000000.0
2023/2024,sv-werder-bremen,Isak Hansen-Aarøen,1500000.0
2023/2024,sv-werder-bremen,Jakob Löpping,125000.0
2023/2024,sv-werder-bremen,Romano Schmid,10000000.0
2023/2024,sv-werder-bremen,Leon Opitz,600000.0
2023/2024,sv-werder-bremen,Justin Njinmah,9000000.0
2023/2024,sv-werder-bremen,Nick Woltemade,4000000.0
2023/2024,sv-werder-bremen,Niclas Füllkrug,15000000.0
2023/2024,sv-werder-bremen,Marvin Ducksch,9000000.0
2023/2024,sv-werder-bremen,Rafael Borré,8000000.0
2023/2024,sv-werder-bremen,Dawid Kownacki,2000000.0
2023/2024,sv-werder-bremen,Oliver Burke,2000000.0
2023/2024,1-fc-koln,Marvin Schwäbe,4000000.0
2023/2024,1-fc-koln,Philipp Pentke,300000.0
2023/2024,1-fc-koln,Jonas Nickisch,200000.0
2023/2024,1-fc-koln,Matthias Köbbing,100000.0
2023/2024,1-fc-koln,Jeff Chabot,9000000.0
2023/2024,1-fc-koln,Timo Hübers,5500000.0
2023/2024,1-fc-koln,Luca Kilian,2000000.0
2023/2024,1-fc-koln,Dominique Heintz,800000.0
2023/2024,1-fc-koln,Elias Bakatukanda,250000.0
2023/2024,1-fc-koln,Max Finkgräfe,6000000.0
2023/2024,1-fc-koln,Leart Paçarada,1500000.0
2023/2024,1-fc-koln,Kristian Pedersen,800000.0
2023/2024,1-fc-koln,Noah Katterbach,600000.0
2023/2024,1-fc-koln,Jan Thielmann,5000000.0
2023/2024,1-fc-koln,Rasmus Carstensen,2000000.0
2023/2024,1-fc-koln,Benno Schmitz,1500000.0
2023/2024,1-fc-koln,Eric Martel,7500000.0
2023/2024,1-fc-koln,Dejan Ljubicic,5000000.0
2023/2024,1-fc-koln,Jacob Christensen,1500000.0
2023/2024,1-fc-koln,Denis Huseinbasic,4000000.0
2023/2024,1-fc-koln,Mathias Olesen,1500000.0
2023/2024,1-fc-koln,Florian Kainz,2500000.0
2023/2024,1-fc-koln,Linton Maina,3000000.0
2023/2024,1-fc-koln,Faride Alidou,2500000.0
2023/2024,1-fc-koln,Justin Diehl,2500000.0
2023/2024,1-fc-koln,Dimitrios Limnios,900000.0
2023/2024,1-fc-koln,Davie Selke,2800000.0
2023/2024,1-fc-koln,Luca Waldschmidt,2500000.0
2023/2024,1-fc-koln,Damion Downs,2000000.0
2023/2024,1-fc-koln,Steffen Tigges,1500000.0
2023/2024,1-fc-koln,Mark Uth,1000000.0
2023/2024,1-fc-koln,Sargis Adamyan,600000.0
2023/2024,1-fc-koln,Florian Dietz,600000.0
2023/2024,1-fc-heidenheim-1846,Kevin Müller,1000000.0
2023/2024,1-fc-heidenheim-1846,Vitus Eicher,250000.0
2023/2024,1-fc-heidenheim-1846,Frank Feller,200000.0
2023/2024,1-fc-heidenheim-1846,Paul Tschernuth,100000.0
2023/2024,1-fc-heidenheim-1846,Benedikt Gimber,2800000.0
2023/2024,1-fc-heidenheim-1846,Patrick Mainka,2500000.0
2023/2024,1-fc-heidenheim-1846,Tim Siersleben,1500000.0
2023/2024,1-fc-heidenheim-1846,Thomas Keller,350000.0
2023/2024,1-fc-heidenheim-1846,Jonas Föhrenbach,2000000.0
2023/2024,1-fc-heidenheim-1846,Seedy Jarju,200000.0
2023/2024,1-fc-heidenheim-1846,Omar Traoré,2500000.0
2023/2024,1-fc-heidenheim-1846,Marnon Busch,1200000.0
2023/2024,1-fc-heidenheim-1846,Lennard Maloney,5000000.0
2023/2024,1-fc-heidenheim-1846,Norman Theuerkauf,300000.0
2023/2024,1-fc-heidenheim-1846,Luka Janes,200000.0
2023/2024,1-fc-heidenheim-1846,Jan Schöppner,3000000.0
2023/2024,1-fc-heidenheim-1846,Kevin Sessa,2500000.0
2023/2024,1-fc-heidenheim-1846,Adrian Beck,1500000.0
2023/2024,1-fc-heidenheim-1846,Denis Thomalla,750000.0
2023/2024,1-fc-heidenheim-1846,Niklas Beste,15000000.0
2023/2024,1-fc-heidenheim-1846,Florian Pick,700000.0
2023/2024,1-fc-heidenheim-1846,Eren Dinkçi,12000000.0
2023/2024,1-fc-heidenheim-1846,Nikola Dovedan,800000.0
2023/2024,1-fc-heidenheim-1846,Tim Kleindienst,6000000.0
2023/2024,1-fc-heidenheim-1846,Marvin Pieringer,3000000.0
2023/2024,1-fc-heidenheim-1846,Stefan Schimmer,500000.0
2023/2024,1-fc-heidenheim-1846,Christian Kühlwetter,500000.0
2023/2024,1-fc-heidenheim-1846,Elidon Qenaj,100000.0
2023/2024,vfl-bochum,Manuel Riemann,600000.0
2023/2024,vfl-bochum,Niclas Thiede,350000.0
2023/2024,vfl-bochum,Andreas Luthe,300000.0
2023/2024,vfl-bochum,Michael Esser,300000.0
2023/2024,vfl-bochum,Keven Schlotterbeck,6000000.0
2023/2024,vfl-bochum,Bernardo,5500000.0
2023/2024,vfl-bochum,Erhan Masovic,5000000.0
2023/2024,vfl-bochum,Tim Oermann,4000000.0
2023/2024,vfl-bochum,Ivan Ordets,2500000.0
2023/2024,vfl-bochum,Noah Loosli,800000.0
2023/2024,vfl-bochum,Mohammed Tolba,200000.0
2023/2024,vfl-bochum,Maximilian Wittek,2000000.0
2023/2024,vfl-bochum,Danilo Soares,700000.0
2023/2024,vfl-bochum,Moritz Römling,150000.0
2023/2024,vfl-bochum,Felix Passlack,1800000.0
2023/2024,vfl-bochum,Cristian Gamboa,500000.0
2023/2024,vfl-bochum,Jordi Osei-Tutu,500000.0
2023/2024,vfl-bochum,Anthony Losilla,500000.0
2023/2024,vfl-bochum,Patrick Osterhage,7000000.0
2023/2024,vfl-bochum,Matus Bero,3500000.0
2023/2024,vfl-bochum,Moritz-Broni Kwarteng,1200000.0
2023/2024,vfl-bochum,Agon Elezi,800000.0
2023/2024,vfl-bochum,Mats Pannewig,125000.0
2023/2024,vfl-bochum,Kevin Stöger,5000000.0
2023/2024,vfl-bochum,Philipp Förster,1800000.0
2023/2024,vfl-bochum,Lukas Daschner,1200000.0
2023/2024,vfl-bochum,Christopher Antwi-Adjei,1200000.0
2023/2024,vfl-bochum,Takuma Asano,4000000.0
2023/2024,vfl-bochum,Moritz Broschinski,3000000.0
2023/2024,vfl-bochum,Philipp Hofmann,1800000.0
2023/2024,vfl-bochum,Gonçalo Paciência,1500000.0
2023/2024,vfl-bochum,Simon Zoller,350000.0
2023/2024,vfl-bochum,Lys Mousset,350000.0
2023/2024,sv-darmstadt-98,Marcel Schuhen,800000.0
2023/2024,sv-darmstadt-98,Alexander Brunst,400000.0
2023/2024,sv-darmstadt-98,Morten Behrens,250000.0
2023/2024,sv-darmstadt-98,Christoph Klarer,3000000.0
2023/2024,sv-darmstadt-98,Matej Maglica,2000000.0
2023/2024,sv-darmstadt-98,Clemens Riedel,2000000.0
2023/2024,sv-darmstadt-98,Christoph Zimmermann,1000000.0
2023/2024,sv-darmstadt-98,Jannik Müller,800000.0
2023/2024,sv-darmstadt-98,Thomas Isherwood,500000.0
2023/2024,sv-darmstadt-98,Emir Karic,1000000.0
2023/2024,sv-darmstadt-98,Fabian Holland,500000.0
2023/2024,sv-darmstadt-98,Matthias Bader,1800000.0
2023/2024,sv-darmstadt-98,Frank Ronstadt,550000.0
2023/2024,sv-darmstadt-98,Bartol Franjic,1800000.0
2023/2024,sv-darmstadt-98,Andreas Müller,800000.0
2023/2024,sv-darmstadt-98,Klaus Gjasula,400000.0
2023/2024,sv-darmstadt-98,Fabian Schnellhardt,1000000.0
2023/2024,sv-darmstadt-98,Tobias Kempe,500000.0
2023/2024,sv-darmstadt-98,Fabian Nürnberger,2500000.0
2023/2024,sv-darmstadt-98,Marvin Mehlem,2500000.0
2023/2024,sv-darmstadt-98,Julian Justvan,1500000.0
2023/2024,sv-darmstadt-98,Mathias Honsak,1200000.0
2023/2024,sv-darmstadt-98,Gerrit Holtmann,1000000.0
2023/2024,sv-darmstadt-98,Tim Skarke,3000000.0
2023/2024,sv-darmstadt-98,Braydon Manu,1200000.0
2023/2024,sv-darmstadt-98,Oscar Vilhelmsson,2000000.0
2023/2024,sv-darmstadt-98,Fraser Hornby,1200000.0
2023/2024,sv-darmstadt-98,Luca Pfeiffer,1200000.0
2023/2024,sv-darmstadt-98,Filip Stojilkovic,800000.0
2023/2024,sv-darmstadt-98,Aaron Seydel,500000.0
2023/2024,sv-darmstadt-98,Sebastian Polter,500000.0
2023/2024,sv-darmstadt-98,Fabio Torsiello,500000.0
