league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected_shooting xG,Expected_shooting npxG,Expected_shooting G-xG,Expected_shooting np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,Performance_misc CrdY,Performance_misc CrdR,Performance_misc 2CrdY,Performance_misc Fls,Performance_misc Fld,Performance_misc Off,Performance_misc Crs,Performance_misc Int,Performance_misc TklW,Performance_misc PKwon,Performance_misc PKcon,Performance_misc OG,Performance_misc Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc
ENG-Premier League,2022,Arsenal,Leandro Trossard,BEL,FW,27.0,1994.0,20,10,931,10.3,1,10,11,1,0,0,0,0,1.8,1.8,4.7,6.6,36,57,102,0.1,0.97,1.06,0.1,1.06,0.18,0.46,0.63,0.18,0.63,standard,BEL,FW,27.0,1994.0,10.3,347,452,76.8,5770,1501,165,191,86.4,133,158,84.2,35,59,10,4.7,3.9,5.3,22,20,30,5,57,passing,BEL,FW,27.0,1994.0,1,17,5,1.64,0.48,0,0,0,1.8,1.8,-0.8,-0.8,shooting,BEL,FW,27.0,1994.0,567,9,64,179,331,43,567,26,15,6,374,2386,1107,36,16,10,18,23,417,102,possession,BEL,FW,27.0,1994.0,12,7,4,2,6,6,18,12,18,0,18,6,18,3,1,defense,BEL,FW,27.0,1994.0,0,0,0,9,17,4,55,6,7,0,0,0,46,1,4,misc
ENG-Premier League,2022,Newcastle Utd,Alexander Isak,SWE,FW,22.0,1999.0,22,17,1522,16.9,10,1,11,8,2,2,3,0,8.2,6.7,2.2,8.9,41,48,122,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.61,0.4,0.52,standard,SWE,FW,22.0,1999.0,16.9,279,368,75.8,4292,977,151,192,78.6,87,106,82.1,25,28,1,2.2,1.4,-1.2,16,29,15,0,48,passing,SWE,FW,22.0,1999.0,10,49,23,2.9,1.36,0,2,2,8.2,6.7,1.8,1.3,shooting,SWE,FW,22.0,1999.0,583,11,34,202,358,98,581,72,32,30,371,2548,1300,41,36,22,39,25,431,122,possession,SWE,FW,22.0,1999.0,18,8,4,7,7,10,28,18,21,2,19,4,22,8,0,defense,SWE,FW,22.0,1999.0,3,0,0,19,15,5,7,4,8,1,1,0,38,22,28,misc
ENG-Premier League,2022,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",29.0,1992.0,27,27,2288,25.4,7,2,9,7,0,2,5,0,6.5,4.8,2.7,7.5,86,75,238,0.28,0.08,0.35,0.28,0.35,0.26,0.11,0.36,0.19,0.3,standard,CIV,"FW,MF",29.0,1992.0,25.4,502,650,77.2,7047,1594,322,370,87.0,148,185,80.0,18,37,2,2.7,3.0,-0.7,26,18,41,3,75,passing,CIV,"FW,MF",29.0,1992.0,7,64,21,2.52,0.83,0,0,2,6.5,4.8,0.5,2.2,shooting,CIV,"FW,MF",29.0,1992.0,1040,12,100,388,567,143,1038,137,55,65,729,4850,2139,86,43,59,95,82,821,238,possession,CIV,"FW,MF",29.0,1992.0,32,20,12,12,8,8,21,13,21,1,20,16,48,9,0,defense,CIV,"FW,MF",29.0,1992.0,5,0,0,35,77,14,39,16,20,1,0,0,97,6,16,misc
ENG-Premier League,2022,Crystal Palace,Will Hughes,ENG,MF,27.0,1995.0,27,7,842,9.4,1,1,2,1,0,0,4,0,0.3,0.3,0.9,1.2,14,32,23,0.11,0.11,0.21,0.11,0.21,0.04,0.1,0.13,0.04,0.13,standard,ENG,MF,27.0,1995.0,9.4,296,373,79.4,4161,1158,176,201,87.6,98,121,81.0,12,25,1,0.9,0.7,0.1,6,29,6,0,32,passing,ENG,MF,27.0,1995.0,1,6,4,0.64,0.43,0,0,0,0.3,0.3,0.7,0.7,shooting,ENG,MF,27.0,1995.0,474,27,101,250,131,13,474,7,3,4,234,1162,636,14,10,3,14,10,262,23,possession,ENG,MF,27.0,1995.0,29,16,11,16,2,11,20,9,16,7,9,16,45,9,0,defense,ENG,MF,27.0,1995.0,4,0,0,19,7,0,12,16,16,0,1,0,66,5,13,misc
ENG-Premier League,2022,West Ham,Kurt Zouma,FRA,DF,27.0,1994.0,25,24,1989,22.1,2,0,2,2,0,0,0,0,2.2,2.2,0.1,2.3,3,31,1,0.09,0.0,0.09,0.09,0.09,0.1,0.0,0.1,0.1,0.1,standard,FRA,DF,27.0,1994.0,22.1,701,831,84.4,13480,4437,247,271,91.1,363,407,89.2,79,129,0,0.1,0.1,-0.1,1,19,2,0,31,passing,FRA,DF,27.0,1994.0,2,19,5,0.86,0.23,0,0,0,2.2,2.2,-0.2,-0.2,shooting,FRA,DF,27.0,1994.0,1049,230,654,363,35,29,1049,5,2,3,523,2150,1018,3,1,0,5,2,621,1,possession,FRA,DF,27.0,1994.0,9,4,4,5,0,5,8,3,17,14,3,30,39,120,1,defense,FRA,DF,27.0,1994.0,0,0,0,14,7,0,0,30,4,0,0,0,84,55,13,misc
ENG-Premier League,2022,Leeds United,Weston McKennie,USA,MF,23.0,1998.0,19,16,1437,16.0,0,1,1,0,0,0,7,0,0.8,0.8,0.7,1.4,14,82,33,0.0,0.06,0.06,0.0,0.06,0.05,0.04,0.09,0.05,0.09,standard,USA,MF,23.0,1998.0,16.0,472,628,75.2,7648,2686,246,302,81.5,154,197,78.2,47,79,1,0.7,0.5,0.3,13,50,15,3,82,passing,USA,MF,23.0,1998.0,0,13,2,0.81,0.13,0,0,0,0.8,0.8,-0.8,-0.8,shooting,USA,MF,23.0,1998.0,807,41,188,401,228,17,807,16,11,4,400,1738,791,14,16,0,28,25,445,33,possession,USA,MF,23.0,1998.0,30,13,5,18,7,10,29,19,22,3,19,22,52,26,0,defense,USA,MF,23.0,1998.0,7,0,0,21,5,1,9,22,13,0,0,0,95,25,23,misc
ENG-Premier League,2022,Leicester City,Wilfred Ndidi,NGA,MF,25.0,1996.0,27,19,1679,18.7,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,11,51,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,NGA,MF,25.0,1996.0,18.7,754,899,83.9,11486,2879,392,429,91.4,304,348,87.4,31,67,0,0.1,0.2,-0.1,3,49,0,0,51,passing,NGA,MF,25.0,1996.0,0,7,2,0.38,0.11,0,0,0,0.2,0.2,-0.2,-0.2,shooting,NGA,MF,25.0,1996.0,1129,83,406,652,92,5,1129,15,10,4,564,2464,1075,11,14,0,14,10,659,7,possession,NGA,MF,25.0,1996.0,61,42,34,24,3,17,43,26,32,14,18,38,99,48,3,defense,NGA,MF,25.0,1996.0,4,0,0,29,14,0,2,38,42,0,2,0,146,25,22,misc
ENG-Premier League,2022,Leeds United,Wilfried Gnonto,ITA,"FW,MF",18.0,2003.0,24,14,1354,15.0,2,4,6,2,0,0,7,0,1.8,1.8,2.2,4.0,66,35,136,0.13,0.27,0.4,0.13,0.4,0.12,0.15,0.27,0.12,0.27,standard,ITA,"FW,MF",18.0,2003.0,15.0,370,512,72.3,4823,1234,230,270,85.2,104,137,75.9,12,24,4,2.2,2.2,1.8,22,12,19,5,35,passing,ITA,"FW,MF",18.0,2003.0,2,22,8,1.46,0.53,0,0,0,1.8,1.8,0.2,0.2,shooting,ITA,"FW,MF",18.0,2003.0,719,12,95,248,393,43,719,77,21,43,484,3356,1715,66,37,17,30,19,508,136,possession,ITA,"FW,MF",18.0,2003.0,27,17,7,15,5,10,30,20,24,1,23,5,32,7,0,defense,ITA,"FW,MF",18.0,2003.0,7,0,0,28,39,3,42,5,17,0,0,0,82,8,18,misc
ENG-Premier League,2022,Chelsea,Marc Cucurella,ESP,DF,24.0,1998.0,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,30,73,65,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.06,0.02,0.06,standard,ESP,DF,24.0,1998.0,18.6,1090,1293,84.3,16587,5116,600,647,92.7,396,453,87.4,59,110,2,0.6,0.9,1.4,11,77,12,6,73,passing,ESP,DF,24.0,1998.0,0,7,0,0.38,0.0,0,0,0,0.4,0.4,-0.4,-0.4,shooting,ESP,DF,24.0,1998.0,1490,63,470,672,358,12,1490,14,5,6,787,3205,1797,30,20,2,14,6,906,65,possession,ESP,DF,24.0,1998.0,66,33,40,15,11,30,60,30,28,8,20,16,82,48,1,defense,ESP,DF,24.0,1998.0,4,0,0,16,21,1,44,16,33,0,0,0,120,16,13,misc
ENG-Premier League,2022,Brentford,Mads Bech Sørensen,DEN,"DF,MF",23.0,1999.0,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,DEN,"DF,MF",23.0,1999.0,0.2,7,11,63.6,142,49,3,3,100.0,3,4,75.0,1,4,0,0.0,0.0,0.0,0,2,0,0,1,passing,DEN,"DF,MF",23.0,1999.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,DEN,"DF,MF",23.0,1999.0,14,1,4,8,2,0,14,0,0,0,2,3,0,0,0,0,0,0,5,0,possession,DEN,"DF,MF",23.0,1999.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,defense,DEN,"DF,MF",23.0,1999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,misc
ENG-Premier League,2022,Liverpool,Kostas Tsimikas,GRE,DF,26.0,1996.0,20,9,771,8.6,0,4,4,0,0,0,3,0,0.3,0.3,1.5,1.9,23,26,77,0.0,0.47,0.47,0.0,0.47,0.04,0.18,0.22,0.04,0.22,standard,GRE,DF,26.0,1996.0,8.6,474,618,76.7,8379,2366,223,255,87.5,185,225,82.2,56,111,4,1.5,1.3,2.5,18,20,7,4,26,passing,GRE,DF,26.0,1996.0,0,7,2,0.82,0.23,0,0,0,0.3,0.3,-0.3,-0.3,shooting,GRE,DF,26.0,1996.0,713,23,170,281,268,22,713,15,4,8,355,1833,874,23,9,5,13,7,409,77,possession,GRE,DF,26.0,1996.0,14,9,10,2,2,10,16,6,8,1,7,12,26,15,0,defense,GRE,DF,26.0,1996.0,3,0,0,13,9,0,85,12,9,0,0,0,50,7,7,misc
ENG-Premier League,2022,Brentford,Kristoffer Ajer,NOR,DF,24.0,1998.0,9,9,763,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,10,31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,standard,NOR,DF,24.0,1998.0,8.5,259,345,75.1,4480,1887,131,159,82.4,102,128,79.7,23,40,0,0.0,0.1,0.0,1,20,3,1,31,passing,NOR,DF,24.0,1998.0,0,1,0,0.12,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NOR,DF,24.0,1998.0,412,45,184,167,64,9,412,9,3,4,213,1123,613,10,5,0,3,8,231,12,possession,NOR,DF,24.0,1998.0,11,8,5,4,2,9,16,7,6,5,1,7,18,22,0,defense,NOR,DF,24.0,1998.0,0,0,0,5,8,0,6,7,8,0,1,0,36,15,11,misc
ENG-Premier League,2022,Manchester Utd,Kobbie Mainoo,ENG,MF,17.0,2005.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,MF,17.0,2005.0,0.1,7,8,87.5,83,31,5,6,83.3,2,2,100.0,0,0,0,0.0,0.1,0.0,0,1,1,0,1,passing,ENG,MF,17.0,2005.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,MF,17.0,2005.0,11,0,2,4,5,3,11,1,0,1,5,64,48,2,0,0,0,0,6,1,possession,ENG,MF,17.0,2005.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,defense,ENG,MF,17.0,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc
ENG-Premier League,2022,Wolves,Daniel Podence,POR,"FW,MF",26.0,1995.0,32,20,1771,19.7,6,0,6,6,0,0,5,0,3.9,3.9,2.5,6.4,43,95,148,0.3,0.0,0.3,0.3,0.3,0.2,0.13,0.33,0.2,0.33,standard,POR,"FW,MF",26.0,1995.0,19.7,445,663,67.1,7362,2311,227,301,75.4,140,209,67.0,51,90,0,2.5,2.2,-2.5,36,35,39,7,95,passing,POR,"FW,MF",26.0,1995.0,6,43,17,2.19,0.86,0,0,0,3.9,3.9,2.1,2.1,shooting,POR,"FW,MF",26.0,1995.0,889,11,120,328,456,70,889,61,24,34,528,2670,1229,43,28,20,49,30,622,148,possession,POR,"FW,MF",26.0,1995.0,27,17,13,9,5,6,32,26,19,0,19,7,34,6,0,defense,POR,"FW,MF",26.0,1995.0,5,0,0,26,23,4,56,7,17,0,0,0,87,6,12,misc
ENG-Premier League,2022,Chelsea,Ruben Loftus-Cheek,ENG,"MF,DF",26.0,1996.0,25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56,90,86,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14,standard,ENG,"MF,DF",26.0,1996.0,17.1,782,907,86.2,11417,2878,475,530,89.6,263,291,90.4,29,37,1,1.5,1.8,-0.5,16,78,18,1,90,passing,ENG,"MF,DF",26.0,1996.0,0,9,2,0.53,0.12,0,0,0,0.8,0.8,-0.8,-0.8,shooting,ENG,"MF,DF",26.0,1996.0,1068,40,185,576,322,42,1068,60,30,22,651,3753,2210,56,29,10,22,23,774,86,possession,ENG,"MF,DF",26.0,1996.0,25,14,8,14,3,12,22,10,15,2,13,12,37,23,0,defense,ENG,"MF,DF",26.0,1996.0,1,0,0,10,34,1,19,12,14,0,0,1,101,22,26,misc
ENG-Premier League,2022,Leicester City,Daniel Iversen,DEN,GK,25.0,1997.0,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,DEN,GK,25.0,1997.0,12.0,212,377,56.2,5408,3761,65,65,100.0,93,95,97.9,53,213,0,0.0,0.0,0.0,0,6,0,0,0,passing,DEN,GK,25.0,1997.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,DEN,GK,25.0,1997.0,411,344,406,5,0,0,411,0,0,0,177,1011,571,0,0,0,0,0,136,0,possession,DEN,GK,25.0,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,defense,DEN,GK,25.0,1997.0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,misc
ENG-Premier League,2022,Tottenham,Lucas Moura,BRA,"MF,DF",29.0,1992.0,15,0,153,1.7,1,0,1,1,0,0,0,1,0.5,0.5,0.3,0.9,4,13,15,0.59,0.0,0.59,0.59,0.59,0.32,0.2,0.51,0.32,0.51,standard,BRA,"MF,DF",29.0,1992.0,1.7,62,89,69.7,831,264,39,50,78.0,21,26,80.8,0,3,0,0.3,0.4,-0.3,4,3,5,1,13,passing,BRA,"MF,DF",29.0,1992.0,1,4,1,2.35,0.59,0,0,0,0.5,0.5,0.5,0.5,shooting,BRA,"MF,DF",29.0,1992.0,118,0,15,47,58,12,118,11,5,6,65,387,169,4,8,2,6,5,83,15,possession,BRA,"MF,DF",29.0,1992.0,8,5,1,3,4,1,4,3,0,0,0,2,10,1,1,defense,BRA,"MF,DF",29.0,1992.0,0,1,0,3,3,0,9,2,5,0,0,0,9,5,4,misc
ENG-Premier League,2022,West Ham,Lucas Paquetá,BRA,MF,24.0,1997.0,28,27,2151,23.9,4,3,7,3,1,1,5,0,4.4,3.6,2.5,6.1,25,147,63,0.17,0.13,0.29,0.13,0.25,0.18,0.1,0.29,0.15,0.25,standard,BRA,MF,24.0,1997.0,23.9,907,1157,78.4,14158,4393,476,559,85.2,324,394,82.2,68,104,3,2.5,2.6,0.5,32,98,30,3,147,passing,BRA,MF,24.0,1997.0,4,52,14,2.18,0.59,1,1,1,4.4,3.6,-0.4,-0.6,shooting,BRA,MF,24.0,1997.0,1476,46,239,840,419,49,1475,65,35,22,773,3450,1486,25,34,6,48,44,964,63,possession,BRA,MF,24.0,1997.0,71,53,23,36,12,27,68,41,41,4,37,16,87,31,0,defense,BRA,MF,24.0,1997.0,5,0,0,50,30,1,22,16,53,2,0,0,144,36,32,misc
ENG-Premier League,2022,Aston Villa,Ludwig Augustinsson,SWE,DF,28.0,1994.0,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,SWE,DF,28.0,1994.0,0.9,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,0,0.0,0.0,0.0,0,0,0,0,0,passing,SWE,DF,28.0,1994.0,0,2,1,2.34,1.17,0,0,0,0.1,0.1,-0.1,-0.1,shooting,SWE,DF,28.0,1994.0,51,3,19,15,17,2,51,1,0,1,29,180,27,0,2,0,0,0,21,3,possession,SWE,DF,28.0,1994.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,defense,SWE,DF,28.0,1994.0,1,0,0,1,3,0,5,0,1,0,0,0,9,4,1,misc
ENG-Premier League,2022,Brentford,Mads Roerslev,DEN,DF,23.0,1999.0,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,standard,DEN,DF,23.0,1999.0,12.3,194,303,64.0,2980,1071,110,143,76.9,62,84,73.8,15,44,0,1.2,0.8,-1.2,8,15,7,5,19,passing,DEN,DF,23.0,1999.0,0,3,0,0.24,0.0,0,0,0,0.3,0.3,-0.3,-0.3,shooting,DEN,DF,23.0,1999.0,426,50,178,140,109,13,426,7,3,3,186,817,278,8,7,2,14,9,210,36,possession,DEN,DF,23.0,1999.0,22,12,19,3,0,16,33,17,14,5,9,9,31,38,0,defense,DEN,DF,23.0,1999.0,0,0,0,4,3,0,20,9,12,0,0,0,48,8,12,misc
ENG-Premier League,2022,Crystal Palace,Malcolm Ebiowei,ENG,"MF,FW",18.0,2003.0,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,"MF,FW",18.0,2003.0,0.4,5,10,50.0,98,16,2,4,50.0,2,2,100.0,1,2,0,0.0,0.0,0.0,0,0,0,0,2,passing,ENG,"MF,FW",18.0,2003.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,"MF,FW",18.0,2003.0,21,0,1,8,12,2,21,5,2,3,14,107,30,2,1,0,5,0,15,9,possession,ENG,"MF,FW",18.0,2003.0,1,1,1,0,0,0,1,1,2,0,2,0,1,0,0,defense,ENG,"MF,FW",18.0,2003.0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,misc
ENG-Premier League,2022,Fulham,Manor Solomon,ISR,FW,23.0,1999.0,19,4,572,6.4,4,0,4,4,0,0,0,0,1.3,1.3,0.4,1.7,16,24,51,0.63,0.0,0.63,0.63,0.63,0.2,0.06,0.26,0.2,0.26,standard,ISR,FW,23.0,1999.0,6.4,175,207,84.5,2474,575,104,117,88.9,57,62,91.9,7,11,0,0.4,0.7,-0.4,6,5,8,1,24,passing,ISR,FW,23.0,1999.0,4,11,7,1.73,1.1,0,0,0,1.3,1.3,2.7,2.7,shooting,ISR,FW,23.0,1999.0,292,9,62,91,147,11,292,37,19,15,191,1555,723,16,16,2,13,11,186,51,possession,ISR,FW,23.0,1999.0,20,12,12,6,2,9,16,7,8,0,8,5,25,3,0,defense,ISR,FW,23.0,1999.0,0,0,0,5,4,2,4,5,12,0,0,0,46,3,3,misc
ENG-Premier League,2022,Leicester City,Kiernan Dewsbury-Hall,ENG,MF,23.0,1998.0,31,28,2306,25.6,2,2,4,2,0,0,5,1,2.4,2.4,3.3,5.6,68,132,91,0.08,0.08,0.16,0.08,0.16,0.09,0.13,0.22,0.09,0.22,standard,ENG,MF,23.0,1998.0,25.6,872,1154,75.6,14495,3746,448,526,85.2,311,389,79.9,84,161,2,3.3,2.6,-1.3,39,111,23,4,132,passing,ENG,MF,23.0,1998.0,2,26,6,1.01,0.23,0,0,0,2.4,2.4,-0.4,-0.4,shooting,ENG,MF,23.0,1998.0,1490,48,279,796,443,50,1490,76,42,26,903,5218,2559,68,36,16,73,32,1038,91,possession,ENG,MF,23.0,1998.0,53,29,14,34,5,19,47,28,55,13,42,28,81,21,0,defense,ENG,MF,23.0,1998.0,5,1,1,37,35,1,46,28,29,0,0,0,149,15,13,misc
ENG-Premier League,2022,Leicester City,Lewis Brunt,ENG,DF,21.0,2000.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,21.0,2000.0,0.3,17,21,81.0,283,57,7,8,87.5,10,11,90.9,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,DF,21.0,2000.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,21.0,2000.0,23,1,8,12,3,0,23,0,0,0,9,30,4,0,0,0,0,0,13,2,possession,ENG,DF,21.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,defense,ENG,DF,21.0,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,misc
ENG-Premier League,2022,Fulham,Layvin Kurzawa,FRA,DF,29.0,1992.0,3,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,29.0,1992.0,1.5,28,41,68.3,408,135,12,13,92.3,14,19,73.7,0,3,0,0.0,0.0,0.0,0,1,1,1,2,passing,FRA,DF,29.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,FRA,DF,29.0,1992.0,64,8,35,18,11,0,64,4,2,2,29,100,20,1,0,0,3,1,24,2,possession,FRA,DF,29.0,1992.0,3,2,1,1,1,3,3,0,1,1,0,2,5,4,0,defense,FRA,DF,29.0,1992.0,1,0,0,1,0,0,2,2,2,0,0,0,5,0,2,misc
ENG-Premier League,2022,Aston Villa,Leander Dendoncker,BEL,MF,27.0,1995.0,20,7,697,7.7,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,1,18,2,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,standard,BEL,MF,27.0,1995.0,7.7,248,284,87.3,3948,809,119,128,93.0,111,121,91.7,11,18,0,0.5,0.1,-0.5,5,17,0,0,18,passing,BEL,MF,27.0,1995.0,0,2,0,0.26,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,BEL,MF,27.0,1995.0,365,21,102,219,46,7,365,5,3,2,171,852,271,1,6,1,8,3,207,2,possession,BEL,MF,27.0,1995.0,19,9,11,6,2,11,22,11,19,4,15,10,29,12,0,defense,BEL,MF,27.0,1995.0,0,0,0,1,1,0,2,10,9,0,0,0,36,10,8,misc
ENG-Premier League,2022,Southampton,Lyanco,BRA,DF,25.0,1997.0,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1.0,13,35,4,0.08,0.08,0.15,0.08,0.15,0.04,0.04,0.08,0.04,0.08,standard,BRA,DF,25.0,1997.0,13.1,400,558,71.7,7719,2787,137,163,84.0,208,263,79.1,44,110,1,0.5,0.1,0.5,4,31,3,1,35,passing,BRA,DF,25.0,1997.0,1,12,4,0.92,0.31,0,0,0,0.6,0.6,0.4,0.4,shooting,BRA,DF,25.0,1997.0,720,123,368,297,64,12,720,11,8,2,368,1892,1034,13,8,1,11,4,353,4,possession,BRA,DF,25.0,1997.0,24,16,15,9,0,12,18,6,30,25,5,20,44,65,2,defense,BRA,DF,25.0,1997.0,4,0,0,16,10,1,7,20,16,0,0,0,83,25,19,misc
ENG-Premier League,2022,Bournemouth,Lewis Cook,ENG,MF,25.0,1997.0,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,0.2,2.5,2.7,9,63,10,0.0,0.1,0.1,0.0,0.1,0.01,0.13,0.14,0.01,0.14,standard,ENG,MF,25.0,1997.0,19.1,593,751,79.0,9922,3136,291,330,88.2,238,274,86.9,48,93,2,2.5,2.3,-0.5,24,55,14,9,63,passing,ENG,MF,25.0,1997.0,0,6,0,0.31,0.0,2,0,0,0.2,0.2,-0.2,-0.2,shooting,ENG,MF,25.0,1997.0,935,67,290,472,184,9,935,20,8,10,427,2210,819,9,18,1,15,16,517,10,possession,ENG,MF,25.0,1997.0,37,22,10,22,5,18,44,26,29,10,19,23,60,31,0,defense,ENG,MF,25.0,1997.0,4,0,0,15,10,0,45,23,22,0,0,0,129,7,10,misc
ENG-Premier League,2022,Brighton,Lewis Dunk,ENG,DF,30.0,1991.0,36,36,3239,36.0,1,0,1,1,0,0,4,0,1.7,1.7,1.0,2.7,19,158,5,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07,standard,ENG,DF,30.0,1991.0,36.0,2911,3223,90.3,54839,19942,1066,1128,94.5,1525,1600,95.3,279,428,0,1.0,0.9,-1.0,9,178,9,1,158,passing,ENG,DF,30.0,1991.0,1,22,3,0.61,0.08,1,0,0,1.7,1.7,-0.7,-0.7,shooting,ENG,DF,30.0,1991.0,3461,428,1665,1712,97,34,3461,5,4,0,2294,11410,6327,19,21,0,13,5,2586,5,possession,ENG,DF,30.0,1991.0,30,19,19,9,2,18,41,23,37,27,10,34,64,81,1,defense,ENG,DF,30.0,1991.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,misc
