league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected_shooting xG,Expected_shooting npxG,Expected_shooting G-xG,Expected_shooting np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,Performance_misc CrdY,Performance_misc CrdR,Performance_misc 2CrdY,Performance_misc Fls,Performance_misc Fld,Performance_misc Off,Performance_misc Crs,Performance_misc Int,Performance_misc TklW,Performance_misc PKwon,Performance_misc PKcon,Performance_misc OG,Performance_misc Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc
ENG-Premier League,2021,Brighton,Joël Veltman,NED,DF,28.0,1992.0,28,25,2281,25.3,1,1,2,1,0,0,3,0,1.1,1.1,1.7,2.8,39,136,99,0.04,0.04,0.08,0.04,0.08,0.04,0.07,0.11,0.04,0.11,standard,NED,DF,28.0,1992.0,25.3,1166,1537,75.9,20626,8311,505,580,87.1,530,686,77.3,110,205,1,1.7,1.6,-0.7,22,100,34,14,136,passing,NED,DF,28.0,1992.0,1,14,4,0.55,0.16,0,0,0,1.1,1.1,-0.1,-0.1,shooting,NED,DF,28.0,1992.0,1813,96,558,868,405,32,1813,36,18,18,927,4633,2185,39,25,2,17,7,1038,99,possession,NED,DF,28.0,1992.0,67,33,34,25,8,29,57,28,24,5,19,33,100,64,0,defense,NED,DF,28.0,1992.0,3,0,0,34,39,0,63,33,33,0,0,0,140,42,38,misc
ENG-Premier League,2021,Manchester Utd,Juan Mata,ESP,"FW,MF",32.0,1988.0,9,6,509,5.7,1,2,3,0,1,1,0,0,1.0,0.2,0.8,1.1,13,23,32,0.18,0.35,0.53,0.0,0.35,0.18,0.15,0.33,0.04,0.19,standard,ESP,"FW,MF",32.0,1988.0,5.7,249,300,83.0,3432,738,148,160,92.5,67,79,84.8,16,29,2,0.8,0.7,1.2,8,19,4,0,23,passing,ESP,"FW,MF",32.0,1988.0,1,4,3,0.71,0.53,0,1,1,1.0,0.2,0.0,-0.2,shooting,ESP,"FW,MF",32.0,1988.0,329,4,29,169,133,12,328,3,2,1,215,1159,448,13,14,3,7,6,278,32,possession,ESP,"FW,MF",32.0,1988.0,1,0,1,0,0,0,7,7,3,0,3,3,4,3,0,defense,ESP,"FW,MF",32.0,1988.0,0,0,0,1,4,2,13,3,0,0,0,0,25,1,2,misc
ENG-Premier League,2021,Leicester City,Wesley Fofana,FRA,DF,19.0,2000.0,28,27,2262,25.1,0,0,0,0,0,0,7,0,1.0,1.0,0.3,1.3,37,93,8,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,FRA,DF,19.0,2000.0,25.1,1501,1740,86.3,28164,8486,546,611,89.4,790,868,91.0,141,213,0,0.3,0.5,-0.3,6,105,1,0,93,passing,FRA,DF,19.0,2000.0,0,11,2,0.44,0.08,0,0,0,1.0,1.0,-1.0,-1.0,shooting,FRA,DF,19.0,2000.0,2036,186,865,1118,78,20,2036,21,15,6,1273,8129,4806,37,23,1,27,12,1344,8,possession,FRA,DF,19.0,2000.0,51,37,27,22,2,31,46,15,28,16,12,61,112,94,0,defense,FRA,DF,19.0,2000.0,7,0,0,37,29,2,2,61,37,1,1,0,181,88,60,misc
ENG-Premier League,2021,Everton,André Gomes,POR,MF,27.0,1993.0,28,17,1570,17.4,0,1,1,0,0,0,3,0,0.5,0.5,1.0,1.4,30,103,28,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.08,0.03,0.08,standard,POR,MF,27.0,1993.0,17.4,752,908,82.8,13045,3344,351,392,89.5,282,315,89.5,82,126,1,1.0,0.8,0.0,15,79,14,2,103,passing,POR,MF,27.0,1993.0,0,14,3,0.8,0.17,0,0,0,0.5,0.5,-0.5,-0.5,shooting,POR,MF,27.0,1993.0,1084,30,222,642,232,12,1084,48,31,17,643,3420,1587,30,25,4,30,31,771,28,possession,POR,MF,27.0,1993.0,35,23,16,16,3,17,58,41,19,1,18,10,45,12,1,defense,POR,MF,27.0,1993.0,3,0,0,35,14,2,23,10,23,0,1,0,126,19,14,misc
ENG-Premier League,2021,Wolves,Vitinha,POR,MF,20.0,2000.0,19,5,520,5.8,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.2,11,20,18,0.0,0.17,0.17,0.0,0.17,0.09,0.11,0.2,0.09,0.2,standard,POR,MF,20.0,2000.0,5.8,302,346,87.3,4427,776,172,188,91.5,92,102,90.2,22,31,1,0.6,0.7,0.4,12,26,4,1,20,passing,POR,MF,20.0,2000.0,0,8,4,1.38,0.69,0,0,0,0.5,0.5,-0.5,-0.5,shooting,POR,MF,20.0,2000.0,389,2,31,239,122,8,389,12,8,4,261,1532,753,11,15,2,17,3,311,18,possession,POR,MF,20.0,2000.0,7,3,2,5,0,3,8,5,3,0,3,3,10,1,0,defense,POR,MF,20.0,2000.0,0,0,0,8,5,1,14,3,3,0,0,0,32,0,1,misc
ENG-Premier League,2021,West Ham,Vladimír Coufal,CZE,DF,27.0,1992.0,34,34,3054,33.9,0,7,7,0,0,0,3,0,1.3,1.3,5.5,6.7,70,128,159,0.0,0.21,0.21,0.0,0.21,0.04,0.16,0.2,0.04,0.2,standard,CZE,DF,27.0,1992.0,33.9,1196,1746,68.5,18589,9100,654,749,87.3,414,619,66.9,93,236,7,5.5,3.9,1.5,45,90,37,23,128,passing,CZE,DF,27.0,1992.0,0,15,5,0.44,0.15,0,0,0,1.3,1.3,-1.3,-1.3,shooting,CZE,DF,27.0,1992.0,2096,162,629,897,588,42,2096,24,15,9,897,4638,2079,70,38,9,36,16,1057,159,possession,CZE,DF,27.0,1992.0,73,36,50,15,8,52,89,37,41,7,34,41,114,102,1,defense,CZE,DF,27.0,1992.0,3,0,0,29,34,0,132,41,36,0,0,0,169,50,42,misc
ENG-Premier League,2021,Newcastle Utd,Andy Carroll,ENG,FW,31.0,1989.0,18,4,392,4.4,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,2,12,18,0.23,0.0,0.23,0.23,0.23,0.19,0.02,0.21,0.19,0.21,standard,ENG,FW,31.0,1989.0,4.4,85,139,61.2,1186,322,57,83,68.7,20,27,74.1,6,11,0,0.1,0.2,-0.1,2,11,3,0,12,passing,ENG,FW,31.0,1989.0,1,14,2,3.21,0.46,0,0,0,0.8,0.8,0.2,0.2,shooting,ENG,FW,31.0,1989.0,204,13,19,108,77,20,204,4,2,2,82,221,60,2,1,2,18,3,141,18,possession,ENG,FW,31.0,1989.0,3,1,1,1,1,1,8,7,1,0,1,0,3,14,0,defense,ENG,FW,31.0,1989.0,1,0,0,12,10,4,0,0,1,0,0,0,7,52,26,misc
ENG-Premier League,2021,Tottenham,Matt Doherty,IRL,DF,28.0,1992.0,17,13,1240,13.8,0,2,2,0,0,0,4,1,0.4,0.4,0.7,1.1,18,42,68,0.0,0.15,0.15,0.0,0.15,0.03,0.05,0.08,0.03,0.08,standard,IRL,DF,28.0,1992.0,13.8,657,841,78.1,9650,3462,363,410,88.5,229,298,76.8,33,65,2,0.7,0.6,1.3,11,25,15,7,42,passing,IRL,DF,28.0,1992.0,0,3,1,0.22,0.07,0,0,0,0.4,0.4,-0.4,-0.4,shooting,IRL,DF,28.0,1992.0,1018,59,319,468,240,15,1018,17,5,12,486,2013,1050,18,20,1,19,9,592,68,possession,IRL,DF,28.0,1992.0,29,15,15,10,4,13,33,20,20,5,15,23,52,46,0,defense,IRL,DF,28.0,1992.0,4,1,1,20,12,0,31,23,15,0,1,0,57,49,25,misc
ENG-Premier League,2021,Newcastle Utd,Matthew Longstaff,ENG,MF,20.0,2000.0,5,4,377,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,ENG,MF,20.0,2000.0,4.2,117,146,80.1,1902,416,59,68,86.8,43,53,81.1,11,16,0,0.2,0.1,-0.2,2,6,1,1,6,passing,ENG,MF,20.0,2000.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,MF,20.0,2000.0,174,8,48,99,29,1,174,2,2,0,88,245,71,1,3,0,1,1,93,2,possession,ENG,MF,20.0,2000.0,3,2,2,1,0,2,8,6,7,0,7,7,10,2,0,defense,ENG,MF,20.0,2000.0,0,0,0,3,5,0,4,7,2,0,0,0,24,5,4,misc
ENG-Premier League,2021,Burnley,Matthew Lowton,ENG,DF,31.0,1989.0,34,34,3060,34.0,1,1,2,1,0,0,5,0,0.8,0.8,3.1,3.9,49,127,59,0.03,0.03,0.06,0.03,0.06,0.02,0.09,0.12,0.02,0.12,standard,ENG,DF,31.0,1989.0,34.0,1061,1550,68.5,18130,8412,573,640,89.5,337,471,71.5,136,366,1,3.1,2.5,-2.1,25,125,48,12,127,passing,ENG,DF,31.0,1989.0,1,21,4,0.62,0.12,0,0,0,0.8,0.8,0.2,0.2,shooting,ENG,DF,31.0,1989.0,1882,137,559,902,438,20,1882,40,27,13,823,3849,2424,49,36,4,38,10,920,59,possession,ENG,DF,31.0,1989.0,54,32,31,22,1,32,73,41,36,13,23,56,110,91,1,defense,ENG,DF,31.0,1989.0,5,0,0,19,13,0,84,56,32,0,0,0,196,33,23,misc
ENG-Premier League,2021,Aston Villa,Matty Cash,POL,DF,22.0,1997.0,28,28,2372,26.4,0,2,2,0,0,0,8,1,0.3,0.3,1.7,2.0,43,76,62,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08,standard,POL,DF,22.0,1997.0,26.4,959,1320,72.7,16255,6050,478,542,88.2,361,480,75.2,101,244,2,1.7,1.7,0.3,21,73,23,19,76,passing,POL,DF,22.0,1997.0,0,9,2,0.34,0.08,0,0,0,0.3,0.3,-0.3,-0.3,shooting,POL,DF,22.0,1997.0,1655,143,570,766,335,24,1655,18,12,6,756,4248,1961,43,33,5,20,13,812,62,possession,POL,DF,22.0,1997.0,71,40,43,22,6,41,74,33,50,11,39,60,131,95,0,defense,POL,DF,22.0,1997.0,8,1,1,35,22,2,81,60,40,0,2,0,134,34,39,misc
ENG-Premier League,2021,Liverpool,Jordan Henderson,ENG,"MF,DF",30.0,1990.0,21,20,1704,18.9,1,1,2,1,0,0,0,0,1.3,1.3,1.5,2.8,46,169,21,0.05,0.05,0.11,0.05,0.11,0.07,0.08,0.15,0.07,0.15,standard,ENG,"MF,DF",30.0,1990.0,18.9,1597,1855,86.1,28225,8368,687,742,92.6,731,795,91.9,146,258,1,1.5,2.3,-0.5,14,179,30,3,169,passing,ENG,"MF,DF",30.0,1990.0,1,14,4,0.74,0.21,0,0,0,1.3,1.3,-0.3,-0.3,shooting,ENG,"MF,DF",30.0,1990.0,1996,64,443,1306,264,15,1996,15,9,6,1389,7518,4392,46,40,1,6,5,1544,21,possession,ENG,"MF,DF",30.0,1990.0,24,15,12,9,3,10,26,16,12,1,11,34,58,30,0,defense,ENG,"MF,DF",30.0,1990.0,0,0,0,8,11,0,29,34,15,0,0,0,168,11,6,misc
ENG-Premier League,2021,West Brom,Matt Phillips,SCO,MF,29.0,1991.0,33,20,1828,20.3,2,1,3,2,0,0,1,0,2.8,2.8,3.4,6.3,47,51,99,0.1,0.05,0.15,0.1,0.15,0.14,0.17,0.31,0.14,0.31,standard,SCO,MF,29.0,1991.0,20.3,384,563,68.2,6033,1999,202,253,79.8,128,177,72.3,31,68,1,3.4,2.5,-2.4,26,26,21,11,51,passing,SCO,MF,29.0,1991.0,2,22,10,1.08,0.49,1,0,0,2.8,2.8,-0.8,-0.8,shooting,SCO,MF,29.0,1991.0,809,45,176,291,353,43,809,56,24,32,433,2613,1328,47,33,11,52,25,477,99,possession,SCO,MF,29.0,1991.0,15,8,4,11,0,7,23,16,32,4,28,10,25,32,1,defense,SCO,MF,29.0,1991.0,1,0,0,29,7,8,72,10,8,0,0,0,107,16,36,misc
ENG-Premier League,2021,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",30.0,1989.0,18,15,1350,15.0,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.6,23,38,42,0.0,0.13,0.13,0.0,0.13,0.03,0.14,0.17,0.03,0.17,standard,SCO,"DF,MF",30.0,1989.0,15.0,411,611,67.3,7364,2983,194,223,87.0,136,192,70.8,66,162,2,2.2,2.1,-0.2,25,32,16,13,38,passing,SCO,"DF,MF",30.0,1989.0,0,11,1,0.73,0.07,2,0,0,0.4,0.4,-0.4,-0.4,shooting,SCO,"DF,MF",30.0,1989.0,751,55,222,296,241,10,751,15,8,7,341,1687,933,23,32,2,12,5,380,42,possession,SCO,"DF,MF",30.0,1989.0,10,3,5,3,2,3,17,14,17,2,15,12,22,47,0,defense,SCO,"DF,MF",30.0,1989.0,2,0,0,12,19,1,105,12,3,1,0,1,63,12,17,misc
ENG-Premier League,2021,Crystal Palace,Vicente Guaita,ESP,GK,33.0,1987.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33.0,1987.0,37.0,610,1081,56.4,20832,16995,97,98,99.0,208,215,96.7,300,759,0,0.0,0.0,0.0,0,12,0,0,0,passing,ESP,GK,33.0,1987.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ESP,GK,33.0,1987.0,1152,986,1150,2,0,0,1152,0,0,0,548,3364,2288,0,0,0,0,0,388,0,possession,ESP,GK,33.0,1987.0,1,1,1,0,0,1,1,0,0,0,0,1,2,11,1,defense,ESP,GK,33.0,1987.0,2,0,0,0,6,0,0,1,1,0,0,0,26,9,1,misc
ENG-Premier League,2021,Sheffield Utd,Sander Berge,NOR,MF,22.0,1998.0,15,13,1120,12.4,1,1,2,0,1,1,4,0,1.2,0.4,1.1,1.6,39,39,33,0.08,0.08,0.16,0.0,0.08,0.1,0.09,0.19,0.04,0.13,standard,NOR,MF,22.0,1998.0,12.4,378,464,81.5,5944,1357,198,229,86.5,138,154,89.6,28,45,1,1.1,0.8,-0.1,13,28,4,2,39,passing,NOR,MF,22.0,1998.0,1,9,1,0.72,0.08,0,1,1,1.2,0.4,-0.2,-0.4,shooting,NOR,MF,22.0,1998.0,590,31,109,295,199,31,589,32,20,12,363,2831,1397,39,30,10,24,13,390,33,possession,NOR,MF,22.0,1998.0,16,7,8,5,3,7,15,8,11,2,9,4,20,18,0,defense,NOR,MF,22.0,1998.0,4,0,0,14,4,2,23,4,7,0,0,0,68,16,15,misc
ENG-Premier League,2021,Manchester Utd,Scott McTominay,SCO,MF,23.0,1996.0,32,24,2129,23.7,4,1,5,4,0,0,3,0,2.1,2.1,1.7,3.8,57,118,26,0.17,0.04,0.21,0.17,0.21,0.09,0.07,0.16,0.09,0.16,standard,SCO,MF,23.0,1996.0,23.7,1139,1320,86.3,19571,5540,529,585,90.4,480,525,91.4,96,137,1,1.7,0.7,-0.7,17,115,9,2,118,passing,SCO,MF,23.0,1996.0,4,26,7,1.1,0.3,0,0,0,2.1,2.1,1.9,1.9,shooting,SCO,MF,23.0,1996.0,1603,82,420,906,298,33,1603,35,26,9,942,5379,2890,57,37,8,41,17,1127,26,possession,SCO,MF,23.0,1996.0,51,24,23,25,3,23,36,13,35,10,25,29,80,46,0,defense,SCO,MF,23.0,1996.0,3,0,0,47,42,1,12,29,24,0,0,0,154,48,30,misc
ENG-Premier League,2021,Arsenal,Sead Kolašinac,BIH,DF,27.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BIH,DF,27.0,1993.0,1.0,57,67,85.1,814,147,33,36,91.7,22,23,95.7,1,2,0,0.0,0.0,0.0,0,3,1,0,2,passing,BIH,DF,27.0,1993.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,BIH,DF,27.0,1993.0,69,2,13,39,17,2,69,0,0,0,31,110,62,2,0,1,0,0,50,9,possession,BIH,DF,27.0,1993.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,defense,BIH,DF,27.0,1993.0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,misc
ENG-Premier League,2021,Newcastle Utd,Sean Longstaff,ENG,MF,22.0,1997.0,22,15,1412,15.7,0,1,1,0,0,0,2,0,1.4,1.4,1.0,2.3,5,45,18,0.0,0.06,0.06,0.0,0.06,0.09,0.06,0.15,0.09,0.15,standard,ENG,MF,22.0,1997.0,15.7,467,591,79.0,8564,2283,212,236,89.8,170,194,87.6,68,120,1,1.0,0.9,0.0,12,42,1,0,45,passing,ENG,MF,22.0,1997.0,0,15,5,0.96,0.32,1,0,0,1.4,1.4,-1.4,-1.4,shooting,ENG,MF,22.0,1997.0,751,30,180,417,156,16,751,9,4,5,363,1382,572,5,5,1,17,6,445,18,possession,ENG,MF,22.0,1997.0,31,14,13,15,3,18,42,24,26,5,21,19,50,14,2,defense,ENG,MF,22.0,1997.0,2,0,0,22,21,0,25,19,14,0,0,0,67,11,19,misc
ENG-Premier League,2021,West Ham,Saïd Benrahma,ALG,"FW,MF",24.0,1995.0,30,14,1391,15.5,1,6,7,1,0,0,0,0,2.6,2.6,4.1,6.7,63,60,107,0.06,0.39,0.45,0.06,0.45,0.17,0.26,0.43,0.17,0.43,standard,ALG,"FW,MF",24.0,1995.0,15.5,411,536,76.7,5618,1648,251,279,90.0,120,161,74.5,17,46,6,4.1,3.2,1.9,27,43,20,8,60,passing,ALG,"FW,MF",24.0,1995.0,1,35,12,2.26,0.78,1,0,0,2.6,2.6,-1.6,-1.6,shooting,ALG,"FW,MF",24.0,1995.0,752,13,113,307,351,49,752,80,42,38,509,3605,1793,63,35,16,48,33,535,107,possession,ALG,"FW,MF",24.0,1995.0,24,15,8,11,5,8,28,20,10,0,10,8,32,8,0,defense,ALG,"FW,MF",24.0,1995.0,0,0,0,14,15,2,44,8,15,0,1,0,91,2,13,misc
ENG-Premier League,2021,Manchester City,Raheem Sterling,ENG,FW,25.0,1994.0,31,28,2536,28.2,10,7,17,10,0,1,4,0,11.0,10.2,5.7,15.9,129,67,351,0.35,0.25,0.6,0.35,0.6,0.39,0.2,0.59,0.36,0.57,standard,ENG,FW,25.0,1994.0,28.2,966,1141,84.7,11107,1934,689,748,92.1,187,222,84.2,17,30,7,5.7,5.3,1.3,37,45,27,1,67,passing,ENG,FW,25.0,1994.0,10,69,28,2.45,0.99,3,0,1,11.0,10.2,-1.0,-0.2,shooting,ENG,FW,25.0,1994.0,1449,4,65,568,831,213,1448,122,66,56,1037,6339,3294,129,73,81,62,83,1237,351,possession,ENG,FW,25.0,1994.0,21,10,5,12,4,5,12,7,15,0,15,15,36,4,0,defense,ENG,FW,25.0,1994.0,4,0,0,36,41,9,20,15,10,2,0,0,99,9,21,misc
ENG-Premier League,2021,Leeds United,Raphinha,BRA,"MF,FW",23.0,1996.0,30,26,2360,26.2,6,9,15,6,0,0,3,0,5.7,5.7,7.9,13.6,102,97,222,0.23,0.34,0.57,0.23,0.57,0.22,0.3,0.52,0.22,0.52,standard,BRA,"MF,FW",23.0,1996.0,26.2,687,1064,64.6,11676,4332,347,413,84.0,218,336,64.9,88,204,9,7.9,6.8,1.1,64,79,40,7,97,passing,BRA,"MF,FW",23.0,1996.0,6,67,24,2.56,0.92,4,0,0,5.7,5.7,0.3,0.3,shooting,BRA,"MF,FW",23.0,1996.0,1445,39,195,603,664,122,1445,110,56,54,829,5308,2909,102,58,38,86,34,957,222,possession,BRA,"MF,FW",23.0,1996.0,34,17,13,16,5,12,58,46,31,1,30,29,63,27,0,defense,BRA,"MF,FW",23.0,1996.0,3,0,0,13,31,14,165,29,17,0,0,0,117,9,36,misc
ENG-Premier League,2021,Burnley,Chris Wood,NZL,FW,28.0,1991.0,33,32,2741,30.5,12,3,15,10,2,2,0,0,13.0,11.4,1.9,13.4,17,20,217,0.39,0.1,0.49,0.33,0.43,0.43,0.06,0.49,0.38,0.44,standard,NZL,FW,28.0,1991.0,30.5,425,663,64.1,4824,732,296,428,69.2,88,129,68.2,6,17,3,1.9,1.2,1.1,21,31,5,0,20,passing,NZL,FW,28.0,1991.0,12,68,37,2.23,1.21,0,2,2,13.0,11.4,-1.0,-1.4,shooting,NZL,FW,28.0,1991.0,932,24,60,378,500,129,930,21,7,14,454,1580,609,17,13,14,79,44,764,217,possession,NZL,FW,28.0,1991.0,12,7,2,4,6,5,18,13,14,3,11,1,13,21,0,defense,NZL,FW,28.0,1991.0,0,0,0,38,22,24,7,1,7,1,0,0,55,153,193,misc
ENG-Premier League,2021,Everton,Richarlison,BRA,FW,23.0,1997.0,34,33,2861,31.8,7,3,10,6,1,1,4,1,9.7,8.8,3.3,12.1,113,58,195,0.22,0.09,0.31,0.19,0.28,0.31,0.1,0.41,0.28,0.38,standard,BRA,FW,23.0,1997.0,31.8,526,791,66.5,7213,1435,311,390,79.7,158,231,68.4,23,45,3,3.3,2.3,-0.3,25,26,15,1,58,passing,BRA,FW,23.0,1997.0,7,80,31,2.52,0.98,1,1,1,9.7,8.8,-2.7,-2.8,shooting,BRA,FW,23.0,1997.0,1179,54,187,457,562,145,1178,102,61,41,752,5540,2840,113,72,40,70,56,846,195,possession,BRA,FW,23.0,1997.0,50,32,21,22,7,16,51,35,28,3,25,14,64,36,1,defense,BRA,FW,23.0,1997.0,4,1,0,33,73,25,37,14,32,1,0,0,164,39,73,misc
ENG-Premier League,2021,Tottenham,Eric Dier,ENG,DF,26.0,1994.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,1.2,1.2,0.3,1.4,21,65,6,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,ENG,DF,26.0,1994.0,28.0,1493,1802,82.9,29242,11463,507,569,89.1,783,863,90.7,179,323,0,0.3,0.4,-0.3,6,66,6,0,65,passing,ENG,DF,26.0,1994.0,0,14,2,0.5,0.07,8,0,0,1.2,1.2,-1.2,-1.2,shooting,ENG,DF,26.0,1994.0,2057,334,1136,875,56,21,2057,4,3,1,1249,6795,3953,21,7,2,12,1,1427,6,possession,ENG,DF,26.0,1994.0,23,14,13,10,0,11,18,7,37,31,6,23,46,123,3,defense,ENG,DF,26.0,1994.0,3,0,0,16,12,0,5,23,14,0,2,0,139,85,58,misc
ENG-Premier League,2021,Manchester City,Eric García,ESP,DF,19.0,2001.0,6,3,383,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,8,22,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ESP,DF,19.0,2001.0,4.3,325,342,95.0,5830,1856,131,134,97.8,170,174,97.7,23,30,0,0.0,0.1,0.0,1,22,0,0,22,passing,ESP,DF,19.0,2001.0,0,2,0,0.47,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ESP,DF,19.0,2001.0,381,25,104,264,13,1,381,0,0,0,279,1454,1008,8,7,0,4,0,307,0,possession,ESP,DF,19.0,2001.0,8,7,5,3,0,5,7,2,4,1,3,4,12,10,0,defense,ESP,DF,19.0,2001.0,0,0,0,4,2,0,0,4,7,0,1,0,19,3,8,misc
ENG-Premier League,2021,Burnley,Erik Pieters,NED,"DF,MF",31.0,1988.0,20,13,1266,14.1,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,14,37,16,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,standard,NED,"DF,MF",31.0,1988.0,14.1,449,606,74.1,7105,2720,226,254,89.0,172,214,80.4,30,94,1,0.4,0.5,0.6,5,28,3,0,37,passing,NED,"DF,MF",31.0,1988.0,0,4,3,0.28,0.21,0,0,0,0.2,0.2,-0.2,-0.2,shooting,NED,"DF,MF",31.0,1988.0,750,61,239,376,140,8,750,10,6,4,303,1366,662,14,13,2,12,10,356,16,possession,NED,"DF,MF",31.0,1988.0,30,21,18,9,3,19,39,20,30,9,21,12,42,34,0,defense,NED,"DF,MF",31.0,1988.0,1,0,0,26,21,1,19,12,21,1,0,1,74,13,9,misc
ENG-Premier League,2021,Sheffield Utd,Enda Stevens,IRL,DF,30.0,1990.0,30,30,2700,30.0,0,1,1,0,0,0,6,0,1.3,1.3,1.6,2.9,44,124,99,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.1,0.04,0.1,standard,IRL,DF,30.0,1990.0,30.0,1108,1459,75.9,16993,7282,627,703,89.2,375,482,77.8,77,186,1,1.6,1.7,-0.6,17,88,33,10,124,passing,IRL,DF,30.0,1990.0,0,16,4,0.53,0.13,0,0,0,1.3,1.3,-1.3,-1.3,shooting,IRL,DF,30.0,1990.0,1785,112,527,788,485,45,1785,35,20,16,815,4012,2041,44,20,6,45,29,993,99,possession,IRL,DF,30.0,1990.0,59,26,32,19,8,33,58,25,41,12,29,22,81,81,1,defense,IRL,DF,30.0,1990.0,6,0,0,33,10,3,64,22,26,0,0,0,168,35,33,misc
ENG-Premier League,2021,Manchester City,Scott Carson,ENG,GK,34.0,1985.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,34.0,1985.0,1.0,15,16,93.8,270,190,3,3,100.0,11,11,100.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,GK,34.0,1985.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,GK,34.0,1985.0,19,17,19,0,0,0,19,0,0,0,12,54,43,0,0,0,0,0,7,0,possession,ENG,GK,34.0,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,GK,34.0,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,misc
